"( Answering No will destroy changes )","(Svarer du ""Nei"", vil alle endringer gå tapt)"
"Yes","Ja"
"No","Nei"
"Cancel","Avbryt "
"The following files exist.  Overwrite them?","De følgende filene eksisterer.  Erstatte dem?"
"Protect video from changes","Beskytt video mot endringer"
"Zoom view","Zoom visning"
"Get color","Hent farge"
"Show tool info","Vis verktøyinfo"
"Show safe regions","Vis sikre regioner"
"insert assets","Sett in åndsverk"
"camera","kamera"
"projector","prosjektør"
"Do it","Gjør det"
"W:","B:"
"Left justify","Venstrejuster"
"Center horizontal","Midtstill vannrett"
"Right justify","Høyrejuster"
"Top justify","Toppjuster"
"Center vertical","Midtstill i høyden"
"Bottom justify","Bunnjuster"
"Value:","Verdi:"
"Delete existing indexes","Slett eksisterende indekser"
"Delete all indexes in %s?","Fjern alle indekser i %s?"
"In point ( [ )","Innpunkt ( [ )"
"Out point ( ] )","Utpunkt ( ] )"
"Overwrite ( b )","Skriv over ( b )"
"Splice ( v )","Skjøt ( v )"
"Cut ( x )","Klipp ( x )"
"Copy ( c )","Kopier ( c )"
"Append to end of track","Legg til slutten på spor"
"Insert before beginning of track","Sett inn før begynnelsen på spor"
"Paste ( v )","Lim inn ( v )"
"Set transition","Sett inn en overgang"
"Undo ( z )","Angre ( z )"
"Redo ( shift Z )","Gjør igjen ( shift Z )"
"Toggle label at current position ( l )","Slå av/på merke der du står ( l )"
"Fit selection to display ( f )","Tilpass utvalg til skjermen ( f )"
"Drag and drop editing mode","Dra-og-slipp-modus"
"Cut and paste editing mode","Klipp-og-lim-modus"
"Attach effect...","Legg på effekt..."
"Resize track...","Endre sporstørrelse..."
"Delete track","Slett spor"
"Add track","Legg til spor"
"User title...","Brukertittel..."
"User title","Brukertittel"
"Warning: chopping the reel name to eight characters!\n","Advarsel: klipper ned spolenavnet til åtte tegn!\n"
"No.","Nei."
"Track name","Spornavn"
"Select a file to export to:","Velg en fil å eksportere til:"
"Output to file","Skriv til fil"
"Select a file to write to:","Velg en fil å skrive til:"
"Select track to be exported:","Velg spor som skal eksporteres:"
"Currently only CMX 3600 format is supported","Foreløpig er kun formatet CMX 3600 støttet"
"This format doesn't support audio.","Dette formatet støtter ikke lyd."
"This format doesn't support video.","Dette formatet støtter ikke bilde."
"Raw DV","Rå DV"
"JPEG Sequence","Serie med JPEG-bilder"
"Raw PCM","Rå PCM"
"PNG Sequence","Serie med PNG-bilder"
"Unknown sound","Ukjent lyd"
"TGA Sequence","Serie med TGA-bilder"
"TIFF Sequence","Serie med TIFF-bilder"
"OGG Theora/Vorbis","OGG Thora/Vorbis"
"8 Bit Linear","8 bits lineær"
"16 Bit Linear","16 bits lineær"
"24 Bit Linear","24 bits lineær"
"32 Bit Linear","32 bits lineær"
"Float","Flyttall"
"Codec: ","Kodek:"
"Compressor: 16 bit PCM","Kompressor: 16 bits PCM"
"Assuming raw PCM:","Antar at det er rå PCM:"
"Quality:","Kvalitet:"
"PNG with Alpha","PNG med alpha"
"Uncompressed RGB","Ukomprimert RGB"
"Uncompressed RGBA","Ukomprimert RGBA"
"JPEG Photo","JPEG foto"
"Unsigned","Uten fortegn"
"Made with Cinelerra for Linux","Lagd med Cinelerra for Linux"
"Bits per channel:","Bits per kanal:"
"Variable bitrate","Variabel bitrate"
"Min bitrate:","Minimal bitrate:"
"Avg bitrate:","Gjennomsnittlig bitrate:"
"Max bitrate:","Maks bitrate:"
"Quantization:","Kvantisering:"
"Interlaced","Mellomlinjert"
"Fix bitrate","Fast bitrate"
"Fix quantization","Fast kvantisering"
"Layer:","Lag:"
"Kbits per second:","Kilobits per sekund:"
"Color model:","Fargemodell:"
"Fixed bitrate","Fast bitrate"
"Fixed quantization","Fast kvantisering"
"Use alpha","Bruk alpha"
"Signed","Med fortegn"
"RGB compressed","RGB, komprimert"
"RGBA compressed","RGBA, komprimert"
"RGB uncompressed","RGB, ukomprimert"
"RGBA uncompressed","RGBA, ukomprimert"
"The format you selected doesn't support video.","Formatet du valgte støtter ikke bilde."
"The format you selected doesn't support audio.","Formatet du valgte støtter ikke lyd."
"IMA4 compression is only available in Quicktime movies.","IMA4-kompresjon er bare tilgjengelig i Quicktime."
"ULAW compression is only available in\nQuicktime Movies and PCM files.","ULAW-kompresjon er bare tilgjengelig i\nQuicktime- og PCM-filer."
"Change file format","Endre filformat"
"User Defined","Selvvalgt"
"Presets:","Forvalg:"
"File Format:","Filformat:"
"Configure audio compression","Sett opp lydkomprimering"
"Configure video compression","Sett opp videokomprimering"
"Record audio tracks","Ta opp lydspor"
"Render audio tracks","Ta med lydspor"
"Record video tracks","Spill inn videospor"
"Render video tracks","Ta med videospor"
"Create new file at each label","Lag ny fil ved hvert merke"
"Creating %s.","Lager %s"
"Drag source only","Dra kun kilde"
"No effect","Ingen effekter"
"Time Format","Tidsformat"
"frames per foot","bilder per fot"
"Index files","Indeksfiler"
"Index files go here:","Indeksfiler lagres her:"
"Index Path","Indeks-sti"
"Select the directory for index files","Velg katalogen for indeksfiler"
"Size of index file:","Størrelse på indeksfil:"
"Number of index files to keep:","Antall indeksfiler du vil beholde:"
"Editing","Redigering"
"Button 1:","Knapp 1:"
"Button 2:","Knapp 2:"
"Button 3:","Knapp 3:"
"Theme:","Tema:"
"Use Hours:Minutes:Seconds.xxx","Bruk Timer.Minutter.Sekunder.xxx"
"Use Hours:Minutes:Seconds:Frames","Bruk Timer.Minutter.Sekunder.Bilder"
"Use Samples","Bruk samples"
"Use Frames","Bruk bilder"
"Use Seconds","Bruker sekunder"
"Show tip of the day","Vis dagens tips"
"Previous label","Forrige merke"
"Next label","Neste merke"
"Load files...","Last filer..."
"Select files to load:","Velg filer å laste:"
"Replace current project.","Bytt ut gjeldende prosjekt."
"Append in new tracks.","Legg til i nye spor."
"Concatenate to existing tracks.","Legg til eksisterende spor."
"Create new resources only.","Lag bare nye ressurser."
"load previous","last forrige"
"Load backup","Last sikkerhetskopi"
"load backup","last sikkerhetskopi"
"Please enter the reel name and number","Skriv inn spolenavn og nummer"
"Insert nothing","Ikke sett inn noe"
"Replace current project","Erstatt det åpne prosjektet"
"Replace current project and concatenate tracks","Erstatt det åpne prosjektet og legg spor etter hverandre"
"Append in new tracks","Legg til i nye spor"
"Concatenate to existing tracks","Legg til eksisterende spor"
"Paste at insertion point","Lim inn der markøren står"
"Create new resources only","Lag bare nye ressurser"
"Insertion strategy:","Innsettingsstrategi:"
"\nUsage:\n","\nBruk:\n"
"-c = Configuration file to use instead of %s%s.\n","-c = Oppsettfil Cinelerra skal bruke i stedet for %s%s.\n"
"filenames = files to load\n\n\n","filnavn = filer som skal lastes\n\n\n"
"Building Indexes...","Bygger indekser..."
"File","Fil"
"Edit","Rediger"
"Audio","Lyd"
"Video","Bilde"
"Tracks","Spor"
"Settings","Innstillinger"
"Window","Vindu"
"Undo","Angre"
"Undo %s","Angre %s"
"Redo","Gjør om"
"Redo %s","Gjør om %s"
"Cut keyframes","Klipp kontrollbilder"
"Copy keyframes","Kopier kontrollbilder"
"Paste keyframes","Lim inn kontrollbilder"
"Clear keyframes","Fjern kontrollbilder"
"Paste default keyframe","Lim inn standard kontrollbilde"
"Cut","Klipp"
"Copy","Kopier"
"Select All","Velg alt"
"Clear labels","Slett merker"
"Reset Translation","Nullstill overgang"
"Delete tracks","Slett spor"
"Delete last track","Slett siste spor"
"Move tracks up","Flytt spor opp"
"Move tracks down","Flytt spor ned"
"Edit effects","Rediger effekter"
"Align cursor on frames","Sentrer markør på bilder'"
"Save settings now","Lagre innstillinger nå"
"Saved settings.","Lagrede instillinger"
"Show Viewer","Vis fremviser"
"Show Resources","Vis ressurser"
"Show Levels","Vis nivåer"
"hour  min     sec     msec","timer min sek msek"
"No effect selected.","Ingen effekt er valgt."
"Couldn't open %s","Klarte ikke åpne %s"
"Select an effect","Velg en effekt"
"MWindow::init_plugins: couldn't open %s directory\n","MWindow::init_plugins: klarte ikke åpne katalogen %s \n"
"Failed to open %s","Klarte ikke åpne %s"
"load","last"
"Initializing GUI","Setter opp grafisk grensesnitt"
"Couldn't open %s for writing.","Klarte ikke åpne %s for skriving."
"remove assets","fjern åndsverk"
"Using %s.","Bruker %s."
"add track","legg til spor"
"crop","beskjær"
"cut","klipp"
"cut keyframes","klipp kontrollbilder"
"delete tracks","slett sporene"
"delete track","slett spor"
"insert effect","sett inn effekt"
"move effect","flytt effekt"
"move effect up","flytt effekt opp"
"move effect down","flytt effekt ned"
"move track down","flytt spor ned"
"move tracks down","flytt sporene ned"
"move track up","flytt spor opp"
"move tracks up","flytt sporene opp"
"overwrite","overskriv"
"paste","lim inn"
"paste assets","lim inn åndsverk"
"paste keyframes","lim inn kontrollbilder"
"silence","stillhet"
"transition","overgang"
"in point","innpunkt"
"out point","utpunkt"
"Clip %d","Klipp %d"
"%s\nCreated from main window","%s\nOpprettet fra hovedvindu"
"label","merke"
"new folder","Ny mappe"
"New...","Ny..."
"Cinelerra: New Project","Cinelerra: Nytt prosjekt"
": New Project",": Nytt prosjekt"
"Parameters for the new project:","Parametre for det nye prosjektet:"
"Tracks:","Spor:"
"Framerate:","Billedfrekvens:"
"Aspect ratio:","Sideforhold:"
"Auto aspect ratio","Automatisk sideforhold"
"Enter the name of the folder:","Skriv inn navnet på mappen:"
"Untitled","Uten navn"
"Play track","Spill av spor"
"track title","sportittel"
"Nudge","Dult"
"Cache size (MB):","Mellomlagerstørrelse (MB):"
"Render Farm","Renderfarm"
"Hostname:","Vertsnavn:"
"On","På"
"Hostname","Vertsnavn"
"Framerate","Billedfrekvens"
"Force single processor use","Bruk bare én prosessor"
"Add Node","Legg til node"
"Delete Node","Slett node"
"Sort nodes","Sorter noder"
"Use virtual filesystem","Bruk virtuelt filsystem"
"Audio Driver:","Lyddriver:"
"Video Out","Video ut"
"Scaling equation:","Skaleringsligning:"
"Video Driver:","Videodriver:"
"Play every frame","Spill hvert eneste bilde"
"Fast reverse ( + )","Fort baklengs ( + )"
"Normal reverse ( 6 )","Normal baklengs ( 6 )"
"Frame reverse ( 4 )","Ett bilde bakover ( 4 )"
"Normal forward ( 3 )","Normal forlengs ( 3 )"
"Frame forward ( 1 )","Ett bilde forover ( 1 )"
"Fast forward ( Enter )","Fort forlengs ( Enter )"
"Author: %s","Forfatter: %s"
"License: %s","Lisens: %s"
"%s took %s","%s tok %s"
"Shared effects:","Delte effekter:"
"Shared tracks:","Delte spor:"
"Change...","Endre..."
"Receive","Motta"
"Show","Vis"
"Preferences...","Innstillinger..."
"Playback","Avspilling"
"Recording","Opptak"
"Performance","Ytelse"
"Interface","Grensesnitt"
"About","Om"
"Quit","Avslutt"
"Can't quit while a recording is in progress.","Kan ikke avslutte mens opptak pågår."
"Delete this file and %s?","Slett denne fila og %s?"
"Record...","Ta opp..."
"Deleting","Sletter"
"No space left on disk.","Disken er full."
"Path","Sti"
"News","Nyheter"
"Start time","Starttid"
"Duration","Varighet"
"Source","Kilde"
"Path:","Sti:"
"Start time:","Starttid:"
"Duration time:","Varighet:"
"Source:","Kilde:"
"Select a file to record to:","Velg en fil å ta opp til:"
"Audio compression:","Lydkompresjon:"
"Video compression:","Videokompresjon:"
"Frames behind:","Bilder på etterskudd:"
"Position:","Posisjon:"
"Prev label:","Forrige merke:"
"Save the recording and quit.","Lagre opptaket og avslutt."
"Start Over","Start på nytt"
"Fill frames","Fyll rammer"
"Create new clip.","Lag nytt klipp."
"Delete clip.","Slett klipp."
"Activate","Aktiviser"
"Label","Merke"
"Audio In","Lyd inn"
"Video In","Video inn"
"Frame rate for recording:","Billedfrekvens for opptaket:"
"Images","Bilder"
"Seconds","Sekunder"
"Record in realtime priority (root only)","Ta opp med sanntidsprioritet (kun root)"
"Record single frame","Ta opp ett bilde"
"Stop operation","Stopp operasjon"
"Start over","Start på nytt"
"Project","Prosjekt"
"Save profile","Lagre profil"
"Delete profile","Slett profil"
"Size:","Størrelse:"
"Save backup","Lagre sikkerhetskopi"
"Saved backup.","Lagret sikkerhetskopi."
"Save","Lagre"
"Save as...","Lagre som..."
"Couldn't open %s.","Kunne ikke åpne %s."
"%d degrees","%d grader"
"Loading...","Laster inn..."
"Welcome to Cinelerra.","Velkommen til Cinelerra"
"Cancel operation","Avbryt operasjon"
"Where is %s?","Hvor er %s?"
"Show tip of the day.","Vis tips for dagen."
"Next tip","Neste tips"
"Previous tip","Forrige tips"
"select","velg"
"Seconds:","Sekunder:"
"Length: %2.2f sec","Lengde: %2.2f sek"
"Attach...","Koble til..."
"Length","Lengde"
"Host:","Vert:"
"Show titles","Vis titler"
"Show transitions","Vis overganger"
"Subtract","Trekk fra"
"Viewer","Fremviser"
"cannot connect to X server.\n","Kan ikke koble opp til X-tjener.\n"
"'DISPLAY' environment variable not set.\n","Miljøvariabelen 'DISPLAY' er ikke satt.\n"
"Change the filter","Endre filteret"
"Cancel the operation","Avbryt operasjonen"
"Create new folder","Lag ny mappe"
"Delete files","Slett filer"
"Refresh","Oppfrisk"
": New folder",": Ny mappe"
": Delete",": Slett"
"Odd field first","Odde delbilder først"
"Even field first","Like delbilder først"
"720 to 480","720 til 480"
"In","Inn"
"Out","Ut"
"Direction:","Retning:"
"saturation","Metning"
"value","Verdi"
"red","Rød"
"green","Grønn"
" Invert Selection","sett inn effekt"
"Vertical","Vertikal"
"Horizontal","Horisontal"
"Brightness/Contrast","Lysstyrke/kontrast"
"Can't get total from table of contents.","Kan ikke få totalen fra innholdsfortegnelsen."
"Can't get table of contents entry.","Klarer ikke få tak i oppføring i innholdsfortegnelsen."
"Track","Spor"
"Sec","Sek"
"From","Fra"
"To","Til"
"CD Device:","CD-enhet:"
"Color...","Farge..."
"Use value","Bruk verdi"
"Saturation:","Metning:"
"White balance","Hvitbalanse"
"Color Balance","Fargebalanse"
"Red","Rød"
"Green","Grønn"
"Yellow","Gul"
"Blue","Blå"
"Saturation","Metning"
"Value","Verdi"
"Point:","Punkt:"
"Delay audio","Forsink lyd"
"Delay seconds:","Sekunder forsinkning:"
"Delay Video","Forsink video"
"Level:","Nivå:"
"Progressive","Progressiv"
"Fast","Rask"
"Search radius:","Søkeradius:"
"Sharpness:","Skarphet:"
"Use Method:","Bruk metode:"
"None ","Ingen"
"Average","Gjennomsnitt"
"Standard Deviation","Standardavvik"
"Other Options:","Andre valg:"
"Maximum level:","Maksimalt nivå:"
"Maximum rate of change:","Maksimal endringsrate:"
"Use Value","Bruk verdi"
"Object layer:","Mesterlag:"
"Replacement object layer:","Erstatt det åpne prosjektet"
"Replace object","Erstatt det åpne prosjektet"
"Don't Calculate","Ikke beregn"
"Freeze","Frys"
"Damp:","Fuktig:"
"Wet:","Våt:"
"Dry:","Tørr:"
"Maximum:","Maksimum"
"Automatic","Automatisk"
"Shape:","Form:"
"Linear","Linær"
"Pattern:","Mønster:"
"Sphere Stretch","Strekk"
"Stretch","Strekk"
"Aspect Ratio:","Sideforhold:"
"Length:","Lengde:"
"Steps:","Steg:"
"Live Audio","Lyd"
"Motion","Bevegelse"
"Master layer:","Mesterlag:"
"Calculation:","Beregning:"
"Recalculate","Beregn på nytt"
"Both","Begge"
"Normalize","Normaliser"
"Freq","Frek"
"Level","Nivå"
"Wetness:","Våthet"
"Forward","Forover"
"Reverse","Revers"
"Depth:","Dybde:"
"Components only","Kommentarer"
"Alpha replace","Alpha-maske"
"Target track:","Delte spor:"
"Operation:","Sideforhold:"
"Load...","Last inn..."
"Save...","Lagre..."
"Rotate","Roter"
"Degrees","Grader"
"Choose Shape","Velg form"
"Left","Venstre"
"Right","Høyre"
"Running command %s\n","Kjører kommando %s\n"
"Export of %s to %s failed\n","Eksport av %s til %s feilet.\n"
"New/Open SVG...","Ny/åpne SVG..."
"Inkscape has exited\n","Inkscape har avsluttet\n"
"Swap channels","Bytt kanaler"
"-> Red","-> Rød"
"-> Green","-> Grønn"
"-> Blue","-> Blå"
"Phase","Fase"
"Harmonic","Harmonisk"
"Waveform","Bølgeform"
"Wave Function","Bølgefunksjon"
"Base Frequency:","Grunnfrekvens:"
"Sawtooth","Sagtann"
"Triangle","Triangel"
"Pulse","Puls"
"Noise","Støy"
"Maximum","Maksimum"
"Random","Tilfeldig"
"Even","Like"
"Odd","Odde"
"Prime","Prim"
"Intensity","Intensitet"
"Alpha mask","Alpha-maske"
"hello world","hallo verden"
"Iconv conversion from %s to Unicode UCS-4 not available\n","Iconv-konvertering fra %s til Unicode UCS-4 er ikke tilgjengelig\n"
"No motion","Ingen bevegelse"
"Font:","Skrifttype:"
"Style:","Stil:"
"Speed:","Hastighet:"
"Text:","Tekst:"
"Bold","Fet"
"Center","Senter"
"Translate","Oversett"
"Amount:","Mengde:"
"Inverse","Invers"
"Amplitude:","Utslag:"
"Phase:","Fase:"
"Wavelength:","Bølgelengde:"
"Wave","Bølge"
"Angle","Vinkel"
